Source File,Page,Period,Line
670_1548840654892.pdf,7,Unknown Period,"874,758 - Interest-bearing loans and borrowings 658,192 942,171 - -"
670_1548840654892.pdf,7,Unknown Period,"- 614,229 Amounts due to subsidiaries - - 645,266 1,081,907"
670_1548840654892.pdf,7,Unknown Period,"39,152 9,117 Income tax payable 42,311 56,832 - -"
670_1548840654892.pdf,7,Unknown Period,"12,324,504 2,349,390 Total liabilities 12,316,775 11,937,783 3,070,722 2,828,797"
670_1548840654892.pdf,7,Unknown Period,"24,630,080 6,990,909 Total equity and liabilities 25,573,698 23,783,259 7,634,419 6,407,164"
670_1548840654892.pdf,7,Unknown Period,The notes to the financial statements on pages from 9 to 11 form an integral part of the financial statements.
670_1548840654892.pdf,7,Unknown Period,"The Financial Position as at 31/12/2018, and Income Statements, Statement of Changes in Equity and Statements of Cash Flow for the nine"
670_1548840654892.pdf,7,Unknown Period,It is certified that the interim financial statements have been prepared in compliance with the requirements of the Companies Act No.7 of 2007.
670_1548840654892.pdf,8,Unknown Period,For the period ended 31/12/2018
670_1548840654892.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1548840654892.pdf,8,Unknown Period,"Profit / loss) for the period - - - - - - - - 7 65,720 - 7 65,720 2 56,368 1 ,022,088"
670_1548840654892.pdf,8,Unknown Period,"of foreign operations - - - - - - - - - 3 12,692 3 12,692 1 ,565 3 14,257"
670_1548840654892.pdf,8,Unknown Period,"for the period - - - - ( 4) - - - 7 65,720 3 12,692 1 ,078,408 2 57,931 1 ,336,339"
670_1548840654892.pdf,8,Unknown Period,"Transfer to Legal reserve - - - 1 2,251 - - - - ( 12,251) - - - -"
670_1548840654892.pdf,8,Unknown Period,"distributions to owners - - - 1 2,251 - - - - ( 341,489) - ( 329,238) ( 55,754) ( 384,992)"
670_1548840654892.pdf,8,Unknown Period,For the period ended 31/12/2017
670_1548840654892.pdf,8,Unknown Period,"Profit / (loss) for the period - - - - - - - - 2 09,499 - 2 09,499 1 40,178 3 49,677"
670_1548840654892.pdf,8,Unknown Period,"of foreign operations - - - - - - - - - 2 25,759 2 25,759 7 28 2 26,487"
670_1548840654892.pdf,8,Unknown Period,sale financial assets - - - - 2 - - - - - 2 1 3
670_1548840654892.pdf,8,Unknown Period,"(loss) - - - - 2 - - - - 2 25,759 2 25,761 7 29 2 26,490"
670_1548840654892.pdf,8,Unknown Period,"for the period - - - - 2 - - - 2 09,499 2 25,759 4 35,260 1 40,907 5 76,167"
670_1548840654892.pdf,8,Unknown Period,For the period ended 31/12/2018
670_1548840654892.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1548840654892.pdf,8,Unknown Period,"Profit for the period - - - 2 51,416 251,416"
670_1548840654892.pdf,8,Unknown Period,"distributions to owners - - - (329,238) (329,238)"
670_1548840654892.pdf,8,Unknown Period,For the period ended 31/12/2017
670_1548840654892.pdf,8,Unknown Period,"Profit for the period - - - 6 5,800 65,800"
670_1548840654892.pdf,8,Unknown Period,"distributions to owners - - - (149,653) (149,653)"
670_1548840654892.pdf,8,Unknown Period,The notes to the financial statements on pages from 9 to 11 form an integral part of the financial statements.
670_1548840654892.pdf,11,Unknown Period,"those followed in the preparation of the Annual Consolidated Financial Statements for the year ended 31 March 2018, except for the"
670_1548840654892.pdf,11,Unknown Period,adoption of new standards effective as of 1 April 2018.
670_1548840654892.pdf,11,Unknown Period,The Group applies SLFRS 15 Revenue from Contracts with Customers and SLFRS 9 Financial Instruments for the first time that
670_1548840654892.pdf,11,Unknown Period,"SLFRS 15 establishes a five-step model to account for revenue arising from contracts with customers. Under SLFRS 15, revenue is"
670_1548840654892.pdf,11,Unknown Period,"impairment and hedge accounting. SLFRS 9 is effective for annual periods beginning on or after 1 January 2018. However,"
670_1548840654892.pdf,11,Unknown Period,paragraph 7.2.16 of SLFRS 9 permits an entity not to apply the requirements of this Standard to interim periods prior to the date of
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2019 31/03/2018 (Decrease) 31/03/2019 31/03/2018(Decrease)
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"customers 30,089,318 28,484,874 6 7,631,610 7,139,080 7"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Cost of sales (25,143,301) (24,024,671) 5 (6,320,744) (5,738,495) 10"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Gross profit 4,946,017 4,460,203 11 1,310,866 1,400,585 (6)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Other income and gains 229,663 206,006 11 116,091 118,103 (2)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Distribution costs (597,762) (614,150) (3) (154,896) (155,394) (0)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Administrative expenses (2,805,922) (2,389,297) 17 (728,311) (646,408) 13"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance costs (493,597) (369,096) 34 (148,035) (88,254) 68"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance income 149,599 126,866 18 (22,876) 37,067 ( 162)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Change in fair value of 9,895 36,760 (73) 9,895 36,760 ( 73)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"accounted investee (net of tax) - (212,992) (100) - (58,174) ( 100)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) before tax 1,642,546 1,240,494 32 382,734 640,479 ( 40)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax expense (418,720) (439,644) (5) (180,996) (189,306) (4)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) for the period 1,223,826 800,850 53 201,738 451,173 ( 55)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Equity holders of the parent 868,424 495,468 75 102,704 285,969 ( 64)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Non-controlling interest 355,402 305,382 16 99,034 165,204 ( 40)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) for the period 1,223,826 800,850 53 201,738 451,173 ( 55)"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the period (Rs.) * 14.51 8.28 1.72 4.78
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the period (Rs.) * 14.51 8.28 1.72 4.78
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Dividend per share (Rs) 4.50 3.00 2.00 3.00
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"*Computed based on 59,861,512 ordinary shares on issue as at 31/03/2019"
670_1557999652763.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2019 31/03/2018(Decrease) 31/03/2019 31/03/2018 (Decrease)
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"customers 3,898,365 2,266,036 72 984,259 889,346 1 1"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Cost of sales (3,025,141) (1,836,512) 65 (729,889) (690,528) 6"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Gross profit 873,224 429,524 103 254,370 198,818 2 8"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Other income and gains 240,238 261,294 (8) 58,616 2,196 2 ,569"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Distribution costs (33,671) (27,611) 22 4,541 13,275 (66)"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Administrative expenses (621,200) (452,036) 37 (112,057) (139,739) (20)"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"investment and other amounts (100,406) (208) (100,100) -"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance costs (127,298) (90,484) 41 (57,473) (10,990) 4 23"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance income 55,832 16,088 247 2,256 4,679 (52)"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) before tax 292,995 167,967 74 56,429 99,639 (43)"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax (expense) / release 34,772 (4,635) 850 19,922 (2,107) 1 ,046"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) for the period 327,767 163,332 101 76,351 97,532 (22)"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the period (Rs.) * 5.48 2.73 1.28 1.63
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the period (Rs.) * 5.48 2.73 1.28 1.63
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Dividend per share (Rs) 4.50 3.00 2.00 3.00
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"*Computed based on 59,861,512 ordinary shares on issue as at 31/03/2019"
670_1557999652763.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2019 31/03/2018 (Decrease) 31/03/2019 31/03/2018 (Decrease)
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) for the period 1,223,826 800,850 53 201,738 451,173 (55)"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"instruments designated at Fair 89,336 (3) 89,342 (6)"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Revaluation of land 57,560 - 57,560 -"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on actuarial gain/(loss) 34,948 11,702 199 34,948 11,702 199"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"investee on defined benefit plans - (1,031) ( 100) - ( 1,031) (100)"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on Investment Property - ( 45,060) ( 100) - ( 45,060) (100)"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Equity holders of the parent 1,131,223 766,794 48 52,815 331,534 (84)"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Non-controlling interest 303,319 300,045 1 45,388 159,138 (71)"
670_1557999652763.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2019 31/03/2018 (Decrease) 31/03/2019 31/03/2018 (Decrease)
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) for the period 327,767 163,332 1 01 76,351 97,532 (22)"
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Revaluation of land 57,560 - 57,560 -"
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on actuarial gain/(loss) (71) 5,234 (101) (71) 5,234 (101)"
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on Land revaluation (8,058) - (8,058) -"
670_1557999652763.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1557999652763.pdf,7,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1557999652763.pdf,7,Unknown Period,"Property, plant and equipment 12,217,758 12,408,303 6 37,484 6 76,108"
670_1557999652763.pdf,7,Unknown Period,"Lease rental paid in advance 57,115 56,977 - -"
670_1557999652763.pdf,7,Unknown Period,"Formers (moulds) 293,916 279,344 6 7,363 5 7,648"
670_1557999652763.pdf,7,Unknown Period,"Investment Properties 357,955 348,060 1 63,176 1 56,900"
670_1557999652763.pdf,7,Unknown Period,"Biological assets 449,926 404,659 - -"
670_1557999652763.pdf,7,Unknown Period,"Intangible assets 319,844 259,337 5 9,185 -"
670_1557999652763.pdf,7,Unknown Period,"Investment in subsidiaries - - 3 ,500,546 3 ,600,546"
670_1557999652763.pdf,7,Unknown Period,"Amounts due from related parties - - 2 3,748 3 8,620"
670_1557999652763.pdf,7,Unknown Period,"Other non-current financial assets 390,933 23 - -"
670_1557999652763.pdf,7,Unknown Period,"Deferred tax assets 137,408 98,157 8 7,230 3 3,163"
670_1557999652763.pdf,7,Unknown Period,"Inventories 4,690,253 4,546,333 7 11,417 6 05,332"
670_1557999652763.pdf,7,Unknown Period,"Trade and other receivables 5,340,315 4,731,960 1 ,080,365 8 21,265"
670_1557999652763.pdf,7,Unknown Period,"Advance and prepayments 204,029 169,592 5 9,535 5 2,655"
670_1557999652763.pdf,7,Unknown Period,"Amounts due from related parties - - 1 ,266,170 8 76,255"
670_1557999652763.pdf,7,Unknown Period,"Cash and short term deposits 1,742,202 1,327,335 1 81,113 7 2,417"
670_1557999652763.pdf,7,Unknown Period,"Total assets 26,201,654 24,630,080 7 ,837,332 6 ,990,909"
670_1557999652763.pdf,7,Unknown Period,"Capital reserves 508,965 447,212 2 39,184 1 89,682"
670_1557999652763.pdf,7,Unknown Period,"Revenue reserves 9,249,276 8,693,473 3 ,732,466 3 ,853,222"
670_1557999652763.pdf,7,Unknown Period,"Non-controlling interest 2,791,075 2,566,261 - -"
670_1557999652763.pdf,7,Unknown Period,"Total equity 13,212,652 12,305,576 4 ,570,265 4 ,641,519"
670_1557999652763.pdf,7,Unknown Period,"Interest-bearing loans and borrowings 883,102 1,397,541 - -"
670_1557999652763.pdf,7,Unknown Period,"Deferred income 741,178 728,000 - -"
670_1557999652763.pdf,7,Unknown Period,"Defined benefit obligations 2,736,670 2,308,123 4 72,031 4 33,820"
670_1557999652763.pdf,7,Unknown Period,"Agents' indemnity fund 62,905 54,041 - -"
670_1557999652763.pdf,7,Unknown Period,"Deferred tax liabilities 761,058 713,849 - -"
670_1557999652763.pdf,7,Unknown Period,"Trade and other payables 3,212,873 3,434,860 4 39,612 3 79,472"
670_1557999652763.pdf,7,Unknown Period,"Unclaimed dividends / dividends payable 118,439 6,800 1 18,439 6 ,800"
670_1557999652763.pdf,7,Unknown Period,"Short-term loans and bank overdrafts 3,951,213 2,767,380 1 ,506,303 9 05,952"
670_1557999652763.pdf,7,Unknown Period,"Interest-bearing loans and borrowings 435,988 874,758 - -"
670_1557999652763.pdf,7,Unknown Period,"Amounts due to related parties - - 7 30,682 6 14,229"
670_1557999652763.pdf,7,Unknown Period,"Income tax payable 85,576 39,152 - 9 ,117"
670_1557999652763.pdf,7,Unknown Period,"Total liabilities 12,989,002 12,324,504 3 ,267,067 2 ,349,390"
670_1557999652763.pdf,7,Unknown Period,"Total equity and liabilities 26,201,654 24,630,080 7 ,837,332 6 ,990,909"
670_1557999652763.pdf,7,Unknown Period,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1557999652763.pdf,7,Unknown Period,"The Financial Position as at 31/03/2019, and Income Statements, Statement of Changes in Equity and Statements of Cash"
670_1557999652763.pdf,8,Unknown Period,For the year ended 31/03/2019
670_1557999652763.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1557999652763.pdf,8,Unknown Period,"Balance as at 01/04/2017 598,615 167,409 265,282 46,080 17 1,190,950 146,331 16,073 6,385,550 305,697 9,122,004 2,312,205 11,434,209"
670_1557999652763.pdf,8,Unknown Period,"Profit for the year - - - - - - 15,985 (3,249) 482,732 - 495,468 305,382 800,850"
670_1557999652763.pdf,8,Unknown Period,"Currency translation of foreign operations - - - - - - - - - 381,377 381,377 1,532 382,909"
670_1557999652763.pdf,8,Unknown Period,Net gain/(loss) on available for sale financial assets - - - - (2) - - - - - (2) (1) (3)
670_1557999652763.pdf,8,Unknown Period,"Actuarial gain/(loss) on defined benefit plans - - - - - - - - (74,790) - (74,790) (7,738) (82,528)"
670_1557999652763.pdf,8,Unknown Period,"Share of actuarial gain from equity accounted investee - - - - - - - - (747) - (747) (284) (1,031)"
670_1557999652763.pdf,8,Unknown Period,"Tax effect on Actuarial gain/(loss) on defined benefit plans - - - - - - - - 10,548 - 10,548 1,154 11,702"
670_1557999652763.pdf,8,Unknown Period,"Tax effect on Investment Property revaluation - - ( 45,060) - - - - - - - (45,060) - (45,060)"
670_1557999652763.pdf,8,Unknown Period,"Total other comprehensive income - - ( 45,060) - (2) - - - (64,989) 381,377 271,326 (5,337) 265,989"
670_1557999652763.pdf,8,Unknown Period,"Total comprehensive income for the year - ( 45,060) - (2) - 15,985 (3,249) 417,743 381,377 766,794 300,045 1,066,839"
670_1557999652763.pdf,8,Unknown Period,"Dividends to equity holders - - - - - - - - (149,654) - (149,654) (45,989) (195,643)"
670_1557999652763.pdf,8,Unknown Period,Unclaimed dividend-write back - - - - - - - - 171 - 171 - 171
670_1557999652763.pdf,8,Unknown Period,"Transfers - - - 13,501 - - - - (13,501) - - - -"
670_1557999652763.pdf,8,Unknown Period,"Total contributions by and distributions to owners - - - 13,501 - - - - (162,984) - (149,483) (45,989) (195,472)"
670_1557999652763.pdf,8,Unknown Period,"Balance as at 01/04/2018 5 98,615 1 67,409 2 20,222 5 9,581 1 5 1 ,190,950 1 62,316 1 2,824 6 ,640,309 6 87,074 9 ,739,315 2 ,566,261 1 2,305,576"
670_1557999652763.pdf,8,Unknown Period,"Profit for the year - - - - - - 23,540 3,338 841,546 - 868,424 355,402 1,223,826"
670_1557999652763.pdf,8,Unknown Period,"Revaluation of land - - 57,560 - - - - - - - 57,560 - 57,560"
670_1557999652763.pdf,8,Unknown Period,"Currency translation of foreign operations - - - - - - - - - 288,103 288,103 1,363 289,466"
670_1557999652763.pdf,8,Unknown Period,"Net gain on available for sale financial assets - - - - 64,706 - - - - - 64,706 24,630 89,336"
670_1557999652763.pdf,8,Unknown Period,"Actuarial gain/(loss) on defined benefit plans - - - - - - - - (161,749) - (161,749) (90,787) (252,536)"
670_1557999652763.pdf,8,Unknown Period,"Tax effect on Actuarial loss on defined benefit plans - - - - - - - - 22,237 - 22,237 12,711 34,948"
670_1557999652763.pdf,8,Unknown Period,"Tax effect on Land revaluation - - ( 8,058) - - - - - - - (8,058) - (8,058)"
670_1557999652763.pdf,8,Unknown Period,"Total other comprehensive income - - 49,502 - 64,706 - - - (139,512) 288,103 262,799 (52,083) 210,716"
670_1557999652763.pdf,8,Unknown Period,"Total comprehensive income for the year - - 49,502 - 64,706 - 21,310 3,338 704,264 288,103 1,131,223 303,319 1,434,542"
670_1557999652763.pdf,8,Unknown Period,"Dividends to equity holders - - - - - - - - (448,961) - (448,961) (78,505) (527,466)"
670_1557999652763.pdf,8,Unknown Period,"Transfers - - - 12,251 - - - - (12,251) - - - -"
670_1557999652763.pdf,8,Unknown Period,"Total contributions by and distributions to owners - - - 12,251 - - - - (461,212) - (448,961) (78,505) (527,466)"
670_1557999652763.pdf,8,Unknown Period,"Balance as at 31/03/2019 5 98,615 1 67,409 2 69,724 7 1,832 6 4,721 1 ,190,950 1 83,626 1 6,162 6 ,883,361 9 75,177 1 0,421,577 2 ,791,075 1 3,212,652"
670_1557999652763.pdf,8,Unknown Period,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1557999652763.pdf,9,Unknown Period,For the year ended 31/03/2019
670_1557999652763.pdf,9,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1557999652763.pdf,9,Unknown Period,"Balance as at 01/04/2017 598,615 220,303 180 2,843,122 3,662,220"
670_1557999652763.pdf,9,Unknown Period,"Profit for the year - - - 163,332 163,332"
670_1557999652763.pdf,9,Unknown Period,"Actuarial gain/(loss) on defined benefit plans - - - (37,386) (37,386)"
670_1557999652763.pdf,9,Unknown Period,"Tax effect on Actuarial gain/(loss) on defined benefit plans - - - 5,234 5,234"
670_1557999652763.pdf,9,Unknown Period,"Tax effect on Investment Property revaluation - (30,801) - - (30,801)"
670_1557999652763.pdf,9,Unknown Period,"Total other comprehensive income - (30,801) - (32,152) (62,953)"
670_1557999652763.pdf,9,Unknown Period,"Total comprehensive income for the year - (30,801) - 131,180 100,379"
670_1557999652763.pdf,9,Unknown Period,"Dividends to equity holders - - - (149,654) (149,654)"
670_1557999652763.pdf,9,Unknown Period,Unclaimed dividend write-back - - - 171 171
670_1557999652763.pdf,9,Unknown Period,"Total transactions with owners, recorded directly in equity - - - 878,920 878,920"
670_1557999652763.pdf,9,Unknown Period,"Balance as at 01/04/2018 598,615 189,502 180 3,853,222 4,641,519"
670_1557999652763.pdf,9,Unknown Period,"Profit for the year - - - 327,767 327,767"
670_1557999652763.pdf,9,Unknown Period,"Revaluation of land - 57,560 - - 57,560"
670_1557999652763.pdf,9,Unknown Period,Actuarial gain on defined benefit plans - - - 509 509
670_1557999652763.pdf,9,Unknown Period,Tax effect on Actuarial loss on defined benefit plans - - - (71) (71)
670_1557999652763.pdf,9,Unknown Period,"Tax effect on Land revaluation (8,058) - (8,058)"
670_1557999652763.pdf,9,Unknown Period,"Total other comprehensive income - 49,502 - 438 49,940"
670_1557999652763.pdf,9,Unknown Period,"Total comprehensive income for the year - 49,502 - 328,205 377,707"
670_1557999652763.pdf,9,Unknown Period,"Dividends to equity holders - - - (448,961) (448,961)"
670_1557999652763.pdf,9,Unknown Period,"Total transactions with owners, recorded directly in equity - - - (448,961) (448,961)"
670_1557999652763.pdf,9,Unknown Period,"Balance as at 31/03/2019 598,615 239,004 180 3,732,466 4,570,265"
670_1557999652763.pdf,9,Unknown Period,The notes to the financial statements on pages from 10 to 11 form an integral part of the financial statements.
670_1564736854575.pdf,4,Unknown Period,year to year to 03 months to 03 months to (Decrease) 03 months to 03 months to (Decrease)
670_1564736854575.pdf,4,Unknown Period,31/03/2019 31/03/2019 30/06/2019 30/06/2018 % 30/06/2019 30/06/2018 %
670_1564736854575.pdf,4,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1564736854575.pdf,4,Unknown Period,"1,223,826 327,767 Profit / (loss) for the period 9 6,927 249,998 ( 61) 253,725 8 1,037 213"
670_1564736854575.pdf,4,Unknown Period,"3 4,948 (71) Tax effect on actuarial gain/(loss) - - - - - -"
670_1564736854575.pdf,4,Unknown Period,"8 9,336 - instruments designated at Fair - - - - - -"
670_1564736854575.pdf,4,Unknown Period,"(8,058) (8,058) Tax effect on Land revaluation - - - - - -"
670_1564736854575.pdf,4,Unknown Period,"1,131,223 377,707 Equity holders of the parent 9 9,814 9 9,740 0 253,725 8 1,037 213"
670_1564736854575.pdf,4,Unknown Period,"303,319 - Non-controlling interest (4,212) 3 4,348 ( 112) - - -"
670_1564736854575.pdf,5,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1564736854575.pdf,5,Unknown Period,"12,217,758 637,484 Property, plant and equipment 12,154,345 12,281,293 630,677 673,357"
670_1564736854575.pdf,5,Unknown Period,"57,115 - Lease rental paid in advance 56,793 56,662 - -"
670_1564736854575.pdf,5,Unknown Period,"293,916 67,363 Formers (moulds) 284,038 277,554 68,953 59,943"
670_1564736854575.pdf,5,Unknown Period,"357,955 163,176 Investment Properties 357,955 348,060 163,176 156,900"
670_1564736854575.pdf,5,Unknown Period,"449,926 - Biological assets 452,417 405,128 - -"
670_1564736854575.pdf,5,Unknown Period,"- - Right of use assets 197,498 - 64,955 -"
670_1564736854575.pdf,5,Unknown Period,"319,844 59,185 Intangible assets 316,517 259,056 56,242 -"
670_1564736854575.pdf,5,Unknown Period,"- 3,500,546 Investment in subsidiaries - - 3,500,546 3,600,546"
670_1564736854575.pdf,5,Unknown Period,"- 23,748 Amounts due from subsidiaries - - 19,912 34,971"
670_1564736854575.pdf,5,Unknown Period,"390,933 - Other non-current financial assets 390,933 23 - -"
670_1564736854575.pdf,5,Unknown Period,"137,408 87,230 Deferred tax assets 125,181 97,866 80,943 36,748"
670_1564736854575.pdf,5,Unknown Period,"4,690,253 711,417 Inventories 4,628,662 4,340,414 626,664 514,748"
670_1564736854575.pdf,5,Unknown Period,"5,340,315 1,080,365 Trade and other receivables 5,341,156 4,861,936 712,449 856,079"
670_1564736854575.pdf,5,Unknown Period,"204,029 59,535 Advance and prepayments 303,272 199,296 96,224 92,173"
670_1564736854575.pdf,5,Unknown Period,"- 1,266,170 Amounts due from subsidiaries - - 1,489,076 1,016,121"
670_1564736854575.pdf,5,Unknown Period,"1,742,202 181,113 Cash and short term deposits 1,223,065 1,633,969 46,716 154,203"
670_1564736854575.pdf,5,Unknown Period,"26,201,654 7,837,332 Total assets 25,831,832 24,761,257 7,556,533 7,195,789"
670_1564736854575.pdf,5,Unknown Period,"508,965 239,184 Capital reserves 520,422 459,463 239,184 189,682"
670_1564736854575.pdf,5,Unknown Period,"64,721 - value through OCI 64,721 15 - -"
670_1564736854575.pdf,5,Unknown Period,"9,249,276 3,732,466 Revenue reserves 9,339,289 8,601,377 3,987,847 3,754,674"
